level_0,index,id,time,orig_time,first_time,mat_time,balance_time,LTV_time,interest_rate_time,rate_time,hpi_time,gdp_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,default_time,payoff_time,status_time
32,190121,16163,60,25,28,145,651505.95,93.06110188,2.75,5.15,189.82,2.836358176,0,0,1,0,752,78.2,6.5,0,0,0
11,612771,48930,39,25,28,146,63068.98,123.6122904,6.5,5.15,158.16,-0.241080652,0,0,1,0,584,85,0,1,0,1
32,190058,16161,60,25,28,145,169745.17,110.2769511,2.75,5.15,189.82,2.836358176,0,0,1,0,698,100,7,0,0,0
32,190025,16160,60,24,28,145,364506.7,117.7155202,6.75,4.86,189.82,2.836358176,0,1,0,0,702,100,6.75,0,0,0
33,612703,48923,60,25,27,212,371848.3,103.0909966,2,5.15,189.82,2.836358176,0,0,1,0,556,85,0,0,0,0
12,612749,48925,40,26,28,146,100704.65,138.2059969,6.5,4.64,156.21,1.585965512,0,0,0,0,600,95,6.5,1,0,1
32,612736,48924,60,26,28,203,163423.06,91.41364015,4.375,4.64,189.82,2.836358176,0,0,1,0,678,80,4.375,0,0,0
32,189922,16154,60,23,28,144,561208.44,84.62223144,2.625,4.39,189.82,2.836358176,0,0,1,0,727,72.9,6.125,0,0,0
18,612663,48920,45,25,27,146,168616.54,164.2506052,4.625,5.15,154.87,1.639154926,0,0,1,0,553,90,0,1,0,1
12,189864,16151,37,25,25,144,78400,118.0515161,6.25,5.15,153.35,-4.146710947,1,0,0,0,660,80,6.25,1,0,1
35,189851,16150,60,25,25,144,283323.28,92.53644048,2.625,5.15,189.82,2.836358176,0,1,0,0,797,80,6.125,0,0,0
12,189815,16149,37,25,25,144,214579.66,117.7659423,6.75,5.15,153.35,-4.146710947,1,0,0,1,741,80,6.75,1,0,1
32,612628,48915,60,26,28,186,156001.08,108.820874,4.875,4.64,189.82,2.836358176,0,0,1,0,550,90,0,0,0,0
12,612592,48913,40,25,28,146,604489.44,115.2210043,7.375,5.15,156.21,1.585965512,0,0,0,0,738,80,0,1,0,1
35,189639,16142,60,25,25,143,149500,95.37035086,2.625,5.15,189.82,2.836358176,1,0,0,0,754,80,5.75,0,0,0
13,189770,16147,38,25,25,143,699900,114.0215406,6.375,5.15,158.77,-3.339549297,1,0,0,0,728,80,6.375,1,0,1
35,189675,16143,60,25,25,143,163860.57,97.79374251,5.875,5.15,189.82,2.836358176,0,1,0,0,710,80,5.875,0,0,0
35,189736,16145,60,25,25,143,227740.56,95.26182944,2.625,5.15,189.82,2.836358176,1,0,0,0,761,80,5.875,0,0,0
22,612566,48910,50,25,28,186,270614.54,115.0107602,4.625,5.15,158.94,2.366409899,0,0,1,0,504,80,0,1,0,1
32,612543,48909,60,25,28,197,202380.61,99.44156429,4.375,5.15,189.82,2.836358176,0,0,1,0,508,77.9,0,0,0,0
13,612510,48908,40,25,27,146,629495.13,133.1246053,5,5.15,156.21,1.585965512,0,0,1,0,646,90,5,1,0,1
16,612392,48901,43,25,27,186,232162.64,126.0986663,5.375,5.15,156.04,2.694110549,0,0,0,0,630,80,5.375,1,0,1
32,612495,48906,60,25,28,146,77114.05,106.8952617,7,5.15,189.82,2.836358176,0,0,1,0,643,95,7,0,0,0
40,189568,16139,60,18,20,139,374594.35,65.22576506,2.75,4.14,189.82,2.836358176,0,0,1,0,736,80,4.75,0,0,0
32,612460,48904,60,25,28,146,127709.6,107.7468981,5.25,5.15,189.82,2.836358176,0,0,1,0,521,85,5.25,0,0,0
14,189523,16137,34,18,20,139,381250,85.21847385,5.25,4.14,173.35,-0.314447747,0,1,0,0,745,80,5.25,1,0,1
33,612427,48903,60,25,27,203,433650.14,93.99401364,4.375,5.15,189.82,2.836358176,0,0,0,0,514,75,0,0,0,0
37,189497,16135,60,23,23,141,179284.14,92.12879178,2.625,4.39,189.82,2.836358176,0,0,1,0,705,80,5.625,0,0,0
13,189459,16134,36,23,23,141,196000,117.1956694,6.125,4.39,151.48,-3.516567987,0,1,0,0,664,80,6.125,1,0,1
12,189445,16133,35,21,23,141,177800,103.0834722,6,3.94,162.09,-2.805844087,1,0,0,1,805,80,6,1,0,1
38,189422,16131,60,20,22,141,184499.99,83.95742881,2.625,4.5,189.82,2.836358176,1,0,0,0,689,80,5.5,0,0,0
37,189271,16125,60,23,23,142,149571.97,94.70973246,5,4.39,189.82,2.836358176,0,1,0,0,795,80,4.5,0,0,0
13,612351,48897,41,25,28,146,69502.52,133.9524591,7.1,5.15,161.06,2.682496806,0,0,0,0,608,95,7.1,1,0,1
12,612337,48896,40,25,28,146,62432.15,81.83441703,6.5,5.15,156.21,1.585965512,0,0,1,0,579,56.1,0,1,0,1
37,189309,16126,60,21,23,141,124317.98,86.30142819,2.625,3.94,189.82,2.836358176,0,1,0,0,693,80,6,0,0,0
14,612322,48894,41,25,27,146,87301.14,111.5077101,6.5,5.15,161.06,2.682496806,0,0,0,0,700,80,6.5,1,0,1
40,189233,16124,60,18,20,138,168492.21,75.41325986,3.125,4.14,189.82,2.836358176,0,0,1,0,703,100,5,0,0,0
12,612278,48889,40,25,28,146,258167.61,99.99693349,8.4,5.15,156.21,1.585965512,0,0,1,1,625,70,0,1,0,1
42,189151,16118,60,18,18,134,273049.7,68.74897368,3.125,4.14,189.82,2.836358176,0,1,0,0,726,79.6,4.5,0,0,0
21,612264,48887,49,25,28,146,294312.69,114.6250482,5,5.15,154.94,2.456633821,0,0,1,0,644,80,5,1,0,1
19,612242,48886,46,25,27,186,246353.52,172.3229565,4.375,5.15,155.61,1.175909032,0,0,0,0,599,95,0,1,0,1
20,612222,48885,47,25,27,204,170333.05,128.84298,4.375,5.15,149.58,1.668182319,0,0,1,0,597,80,0,1,0,1
33,612191,48882,60,25,27,146,112636.54,86.07521105,7.99,5.15,189.82,2.836358176,0,0,1,0,672,80,7.99,0,0,0
33,612157,48881,60,25,27,146,58400.87,110.5101481,4.5,5.15,189.82,2.836358176,0,0,1,0,530,80,4.5,0,0,0
29,189108,16117,60,29,31,149,464339.62,90.1241883,2,5.03,189.82,2.836358176,0,0,1,0,708,80,0,0,0,0
16,612123,48880,44,25,28,146,78088.94,127.3536446,6.5,5.15,150.91,1.875514938,0,0,1,0,679,90,6.5,1,0,1
12,189067,16115,43,29,31,149,740000,111.4432197,5.5,5.03,156.04,2.694110549,0,1,0,0,730,80,0,1,0,1
33,612106,48879,60,25,27,219,163495.09,99.93428899,4.625,5.15,189.82,2.836358176,0,0,1,0,692,84.6,0,0,0,0
30,188993,16110,60,29,30,149,494951.54,79.2709886,2.75,5.03,189.82,2.836358176,0,1,0,0,772,75,0,0,0,0
30,188947,16108,60,28,30,149,563400,77.66771749,5.875,4.65,189.82,2.836358176,0,0,1,0,793,67.9,0,0,0,0
30,189024,16111,60,28,30,149,482119.1,85.89699577,2.75,4.65,189.82,2.836358176,0,1,0,0,687,75.9,0,0,0,0
32,612057,48876,60,25,28,146,49383.98,73.64565689,10.05,5.15,189.82,2.836358176,0,0,1,1,589,66.3,10.05,0,0,0
16,612016,48873,44,25,28,186,126643.68,155.613265,4.75,5.15,150.91,1.875514938,0,0,1,0,519,80.1,4.75,1,0,1
30,188813,16103,60,29,30,149,525175.63,85.30472444,6.25,5.03,189.82,2.836358176,0,0,1,0,775,80,0,0,0,0
30,188916,16107,60,29,30,149,466046.19,80.25367944,2.375,5.03,189.82,2.836358176,0,0,1,0,773,80,2.375,0,0,0
30,188885,16106,60,29,30,149,626800,91.6109999,6.125,5.03,189.82,2.836358176,0,0,1,0,816,80,0,0,0,0
17,188854,16105,47,29,30,149,929142.25,90.01544363,6,5.03,149.58,1.668182319,0,0,1,0,728,62,0,1,0,1
33,611995,48871,60,25,27,146,122194.36,91.04467958,7.45,5.15,189.82,2.836358176,0,0,1,0,646,80,0,0,0,0
18,611959,48869,46,25,28,186,178874.34,130.0606465,5.75,5.15,155.61,1.175909032,0,0,1,0,548,85,5.75,1,0,1
29,188706,16099,59,28,30,148,113600,93.65094591,7.375,4.65,187.65,2.443647565,0,0,1,1,704,80,0,1,0,1
12,611933,48867,40,25,28,146,67602.01,128.8553772,7.2,5.15,156.21,1.585965512,0,0,1,1,688,90,7.2,1,0,1
30,188661,16096,60,28,30,148,869366.21,59.21486088,6.375,4.65,189.82,2.836358176,0,0,1,1,771,51.5,0,0,0,0
32,611916,48865,60,25,28,146,80584.29,91.05867312,6.5,5.15,189.82,2.836358176,0,0,1,0,591,80,6.5,0,0,0
18,611883,48864,45,25,27,146,81252.69,143.0400719,6.5,5.15,154.87,1.639154926,0,0,1,0,591,90,0,1,0,1
17,188630,16095,47,28,30,148,599250.61,90.26119734,6.625,4.65,149.58,1.668182319,0,0,1,0,683,65,0,1,0,1
17,611858,48862,44,25,27,186,159926.41,145.3394751,4.75,5.15,150.91,1.875514938,0,0,1,0,520,85,4.75,1,0,1
30,188581,16093,60,28,30,148,150187.69,84.78309326,2.875,4.65,189.82,2.836358176,0,0,1,1,762,75,0,0,0,0
16,188550,16092,46,28,30,148,665380.99,120.4228867,2,4.65,155.61,1.175909032,0,0,1,0,690,80,0,1,0,1
33,611826,48859,60,25,27,216,148709.36,99.59595393,4.375,5.15,189.82,2.836358176,0,0,1,0,611,80,4.375,0,0,0
33,611792,48858,60,25,27,146,431460.03,85.72603009,7.85,5.15,189.82,2.836358176,0,0,1,0,581,75,0,0,0,0
25,611758,48857,52,25,27,145,201805.66,95.07273311,6.55,5.15,161.13,1.081049418,0,0,1,0,685,73.8,6.55,1,0,1
11,188531,16090,41,28,30,148,162873.07,108.3623655,6.5,4.65,161.06,2.682496806,1,0,0,0,685,80,0,1,0,1
31,611732,48856,58,25,27,186,151901.06,91.98973922,5,5.15,188.37,2.868593825,0,0,0,0,504,73.6,5,1,0,1
30,188496,16088,60,28,30,148,759997.1,92.579986,2.875,4.65,189.82,2.836358176,0,0,1,0,744,80,0,0,0,0
16,611691,48853,43,25,27,146,251998.17,126.4529499,8.43,5.15,156.04,2.694110549,0,0,0,1,690,90,0,1,0,1
33,611638,48849,60,25,27,185,223042.45,115.6067213,6.25,5.15,189.82,2.836358176,0,0,1,0,553,90,0,0,0,0
32,611604,48848,60,26,28,146,266064.77,108.8528975,7.75,4.64,189.82,2.836358176,0,0,1,0,665,89.7,7.75,0,0,0
33,611548,48840,60,25,27,146,102820.3,102.1459176,5.75,5.15,189.82,2.836358176,0,0,1,0,594,90,5.75,0,0,0
21,611514,48839,49,25,28,146,78682.17,112.6170678,6.5,5.15,154.94,2.456633821,0,0,1,0,553,78.4,0,1,0,1
36,188349,16069,60,24,24,133,264180.55,57.63019879,2.875,4.86,189.82,2.836358176,0,0,1,0,722,69.4,5,0,0,0
31,188308,16067,60,27,29,148,639733.92,90.30141838,2.875,4.71,189.82,2.836358176,0,0,1,0,741,80,0,0,0,0
33,611474,48835,60,25,27,146,162438.22,92.21303592,6.94,5.15,189.82,2.836358176,0,0,1,0,603,80,6.94,0,0,0
12,611422,48832,40,25,28,146,155280.36,128.5390277,9.725,5.15,156.21,1.585965512,1,0,0,1,661,90,0,1,0,1
31,188228,16063,60,27,29,148,387014.8,86.36575139,2.875,4.71,189.82,2.836358176,0,1,0,0,687,80,0,0,0,0
21,611386,48828,48,25,27,185,295130.65,120.0070345,5,5.15,146.45,2.715902885,0,0,1,0,751,80,5,1,0,1
31,187972,16051,60,27,29,147,481972.13,90.34730333,2.875,4.71,189.82,2.836358176,0,0,1,0,691,80,0,0,0,0
31,188096,16056,60,27,29,148,517948.44,87.31221594,2.875,4.71,189.82,2.836358176,0,0,1,0,791,75,0,0,0,0
31,188064,16055,60,27,29,148,569831.25,83.39849474,2,4.71,189.82,2.836358176,0,1,0,0,684,80,2,0,0,0
12,611337,48822,39,25,27,145,138884.67,88.26822746,6,5.15,158.16,-0.241080652,0,0,1,0,589,61.3,0,1,0,1
31,188017,16053,60,27,29,148,623568.21,80.11473818,2.875,4.71,189.82,2.836358176,1,0,0,1,749,80,0,0,0,0
12,187985,16052,41,27,29,148,463925.39,113.7571245,6.125,4.71,161.06,2.682496806,1,0,0,0,662,80,0,1,0,1
20,611308,48819,47,25,27,186,196007.93,126.9763376,5.125,5.15,149.58,1.668182319,0,0,0,1,546,80,5.125,1,0,1
16,187930,16049,45,27,29,147,400000,104.3956415,6.5,4.71,154.87,1.639154926,0,0,1,0,696,72.7,0,1,0,1
17,611276,48817,44,25,27,145,217198.41,86.79629723,5.825,5.15,150.91,1.875514938,0,0,1,0,600,53.3,0,1,0,1
31,611258,48816,59,25,28,186,666309.01,99.73155531,5.125,5.15,187.65,2.443647565,0,0,0,0,628,80,0,1,0,1
11,611226,48815,38,25,27,145,434945,118.0788071,6.5,5.15,158.77,-3.339549297,0,0,1,0,738,80,0,1,0,1
31,187913,16048,60,27,29,147,353626.33,73.98264477,2.875,4.71,189.82,2.836358176,0,0,0,0,776,70,0,0,0,0
31,187881,16047,60,27,29,147,103576.48,86.06277013,2.875,4.71,189.82,2.836358176,0,0,1,1,757,80,0,0,0,0
31,187838,16045,60,27,29,147,120605.64,84.61053327,2.875,4.71,189.82,2.836358176,1,0,0,1,698,80,0,0,0,0
33,611204,48813,60,25,27,186,85865.11,101.3488325,2.5,5.15,189.82,2.836358176,0,0,1,0,643,90,2.5,0,0,0
31,187803,16043,60,27,29,147,88299.87,80.8208438,2.875,4.71,189.82,2.836358176,0,0,1,1,685,80,0,0,0,0
11,611165,48810,38,25,27,146,417839.31,113.4349568,6.5,5.15,158.77,-3.339549297,1,0,0,0,530,75,0,1,0,1
15,187757,16040,44,27,29,147,299300,91.00669585,6.5,4.71,150.91,1.875514938,0,0,1,0,746,61.9,0,1,0,1
18,611145,48807,45,25,27,146,169142.99,118.8197769,6.5,5.15,154.87,1.639154926,0,0,1,0,590,80,0,1,0,1
11,187741,16039,40,27,29,147,112000,113.8928366,6.875,4.71,156.21,1.585965512,1,0,0,0,677,80,0,1,0,1
11,611096,48804,38,25,27,145,224059.24,114.4604827,6.5,5.15,158.77,-3.339549297,1,0,0,0,695,80,0,1,0,1
24,611084,48803,51,25,27,145,84805.3,100.8683603,10.2,5.15,158.6,1.269044263,0,0,1,0,511,71.9,0,1,0,1
20,611025,48801,47,25,27,145,108349.02,129.0663713,7.1,5.15,149.58,1.668182319,0,0,1,0,672,90,7.1,1,0,1
33,610987,48796,60,25,27,206,73001.9,111.5739874,4.875,5.15,189.82,2.836358176,0,0,1,0,502,80,4.875,0,0,0
18,610942,48793,45,25,27,146,382085.14,131.3927736,7.25,5.15,154.87,1.639154926,0,0,1,0,557,90,7.25,1,0,1
11,187588,16023,42,29,31,149,953512,108.0099379,5,5.03,161,3.02949864,1,0,0,0,683,80,0,1,0,1
19,610914,48791,46,25,27,85,47492.38,106.2204481,7.25,5.15,155.61,1.175909032,0,0,1,0,605,76.9,7.25,1,0,1
11,610894,48790,38,25,27,145,170733.44,113.1819178,7.99,5.15,158.77,-3.339549297,0,0,1,0,627,80,0,1,0,1
37,187523,16015,60,23,23,142,245933.11,81.42494126,3.375,4.39,189.82,2.836358176,0,0,1,0,654,79.1,5.625,0,0,0
42,187462,16011,60,18,18,135,197051.03,53.15145068,2.375,4.14,189.82,2.836358176,0,1,0,0,733,66,4.875,0,0,0
32,610831,48779,60,25,28,145,67653.43,92.70303672,8.8,5.15,189.82,2.836358176,0,0,1,0,639,85,0,0,0,0
42,187363,16008,60,18,18,134,108980.7,18.1890436,2.375,4.14,189.82,2.836358176,0,0,1,0,785,67.8,4.25,0,0,0
33,610773,48773,60,25,27,203,242169.34,111.0373794,4.375,5.15,189.82,2.836358176,0,0,1,0,581,95,4.375,0,0,0
42,187296,16003,60,11,18,130,3312.73,0.33100794,2.875,3.83,189.82,2.836358176,0,0,1,0,764,66.7,5.375,0,0,0
42,187232,16001,60,0,18,120,338090.44,24.60821104,2.75,6.03,189.82,2.836358176,0,0,1,0,772,80,6.25,0,0,0
12,610726,48769,39,25,27,145,230064.33,111.5824722,8.75,5.15,158.16,-0.241080652,0,0,0,0,683,80,0,1,0,1
28,610713,48768,55,25,27,125,79917.83,106.8414633,7.25,5.15,180.07,2.422274869,0,0,1,0,620,95,7.25,1,0,1
33,610684,48767,60,25,27,145,79749.94,99.03359061,8.175,5.15,189.82,2.836358176,0,0,1,0,538,85,8.175,0,0,0
19,187182,15998,42,23,23,141,657631.07,104.1694967,3,4.39,161,3.02949864,0,0,1,0,770,74.7,3,1,0,1
26,610643,48765,53,24,27,85,119931.83,67.96573229,5.5,4.86,173.17,0.892996155,0,0,1,0,610,75,5.5,1,0,1
33,610616,48764,60,24,27,185,295519.75,89.31882034,5,4.86,189.82,2.836358176,0,0,1,0,673,80,5,0,0,0
37,187157,15995,60,23,23,141,71198.92,46.23546052,2.75,4.39,189.82,2.836358176,0,0,1,0,787,79.6,4.5,0,0,0
37,187119,15994,60,23,23,141,141278.01,78.64845192,2.75,4.39,189.82,2.836358176,1,0,0,0,735,80,5.5,0,0,0
37,187081,15993,60,23,23,141,611702.74,81.26296386,2.75,4.39,189.82,2.836358176,1,0,0,0,796,80,4.625,0,0,0
21,610570,48760,48,24,27,185,390904.42,158.8387293,7,4.86,146.45,2.715902885,0,0,1,0,609,95,7,1,0,1
37,186988,15989,60,23,23,141,515827.3,60.30304296,2.75,4.39,189.82,2.836358176,0,0,1,0,665,60,5.375,0,0,0
37,186950,15988,60,23,23,141,640057.89,80.44847412,2.75,4.39,189.82,2.836358176,0,1,0,0,789,78.7,5,0,0,0
37,186912,15987,60,23,23,141,402005,76.38162349,2.75,4.39,189.82,2.836358176,0,1,0,0,697,78.5,5.375,0,0,0
37,186874,15986,60,23,23,141,190358.45,78.09112578,2.75,4.39,189.82,2.836358176,0,0,1,0,686,77.2,5.75,0,0,0
18,610510,48753,45,25,27,145,57937.94,115.9796199,8.5,5.15,154.87,1.639154926,0,0,1,0,632,82.2,0,1,0,1
33,610491,48752,60,25,27,145,74493.74,103.2756368,4.625,5.15,189.82,2.836358176,0,0,1,0,634,95,4.625,0,0,0
37,186802,15983,60,21,23,141,323554.53,69.65308534,2.75,3.94,189.82,2.836358176,0,0,1,0,788,79.6,6,0,0,0
21,610451,48750,48,24,27,145,140400.3,119.17062,6.5,4.86,146.45,2.715902885,0,0,1,0,573,80,0,1,0,1
33,610429,48749,60,24,27,145,81593.4,63.69826974,7.5,4.86,189.82,2.836358176,1,0,0,0,587,60.6,7.5,0,0,0
14,610386,48747,41,25,27,145,146503.41,137.6842326,6.5,5.15,161.06,2.682496806,0,0,1,0,622,95,0,1,0,1
15,610362,48744,42,25,27,145,65733.82,103.8097992,10.39,5.15,161,3.02949864,0,0,1,0,530,75,0,1,0,1
17,610346,48743,44,25,27,185,125191.08,129.4950735,4.75,5.15,150.91,1.875514938,0,0,1,0,531,74.5,0,1,0,1
33,610328,48742,60,24,27,216,522890.77,107.1924522,2,4.86,189.82,2.836358176,0,0,0,0,631,95,0,0,0,0
22,610290,48740,49,24,27,203,215711.16,129.7958674,4.25,4.86,154.94,2.456633821,0,0,1,0,582,90,0,1,0,1
12,186634,15971,43,22,31,143,497118.22,109.3901188,5.25,4.34,156.04,2.694110549,0,1,0,0,598,79.2,5.25,1,0,1
12,610241,48735,39,25,27,145,135093.39,112.3762043,7.25,5.15,158.16,-0.241080652,0,0,1,0,642,80,0,1,0,1
23,610217,48732,50,24,27,145,83861.93,129.7338469,6.38,4.86,158.94,2.366409899,0,0,1,0,665,95,6.38,1,0,1
18,610192,48730,45,24,27,145,127032.87,109.841136,7.7,4.86,154.87,1.639154926,0,0,1,0,548,79,0,1,0,1
16,610145,48723,43,24,27,145,155540.65,133.5532745,5.375,4.86,156.04,2.694110549,0,0,1,0,545,90,5.375,1,0,1
39,186470,15952,60,19,21,140,556500,77.98754151,2.625,4.24,189.82,2.836358176,0,0,1,0,672,78.1,5.5,0,0,0
15,610113,48717,42,24,27,144,48871.02,115.1162304,9.74,4.86,161,3.02949864,0,0,1,0,508,85,9.74,1,0,1
17,610090,48715,45,24,28,184,404583.06,136.891211,5,4.86,154.87,1.639154926,0,0,0,0,586,85,0,1,0,1
15,610061,48712,40,23,25,143,116388.59,106.6579789,6.7,4.39,156.21,1.585965512,0,0,1,0,643,78.7,6.7,1,0,1
35,610045,48711,60,23,25,83,54358.83,55.25952717,4.875,4.39,189.82,2.836358176,0,0,1,0,522,80,4.875,0,0,0
36,99146,9681,60,20,23,140,545000,71.9934991,2.875,4.5,189.82,2.836358176,0,1,0,0,710,68.6,5.125,0,0,0
41,186386,15940,60,17,19,137,347792.93,73.06505729,2.625,4.62,189.82,2.836358176,0,0,0,0,727,80,5.625,0,0,0
33,610001,48708,60,24,27,184,425946.6,102.6231631,5.25,4.86,189.82,2.836358176,0,0,0,0,660,80,0,0,0,0
41,186344,15939,60,19,19,137,223403.1,90.53378366,2.625,4.24,189.82,2.836358176,0,1,0,0,723,95,0,1,0,1
20,609939,48705,45,23,25,143,332946.35,110.178267,6.8,4.39,154.87,1.639154926,0,0,0,0,704,80,0,1,0,1
36,99109,9680,60,20,23,140,219373.31,83.71827298,2.875,4.5,189.82,2.836358176,0,0,0,0,696,80,5.75,0,0,0
35,609911,48702,60,23,25,143,73041.76,67.25766621,4.37,4.39,189.82,2.836358176,0,0,1,0,578,63.8,4.37,0,0,0
19,609866,48699,44,23,25,143,171446.32,132.6885417,7,4.39,150.91,1.875514938,0,0,1,0,662,95,7,1,0,1
35,609838,48697,60,23,25,143,45135.7,78.75538953,7.1,4.39,189.82,2.836358176,0,0,1,1,515,75,7.1,0,0,0
17,186175,15929,39,20,22,140,202450,100.7637835,5.25,4.5,158.16,-0.241080652,0,1,0,0,692,80,5.25,1,0,1
24,609798,48695,49,23,25,143,172705.57,114.4858958,8.6,4.39,154.94,2.456633821,0,0,1,0,524,84.7,0,1,0,1
14,186145,15927,35,19,21,139,230637.28,99.04393886,5,4.24,162.09,-2.805844087,0,1,0,0,650,80,4.75,1,0,1
23,609713,48690,48,23,25,143,80032.45,116.5708497,9.43,4.39,146.45,2.715902885,0,0,1,0,500,76.9,9.43,1,0,1
35,609770,48693,60,23,25,143,71839.09,78.48956986,6.25,4.39,189.82,2.836358176,0,0,1,0,587,72,6.25,0,0,0
28,186121,15924,55,27,27,123,310969.39,74.40730936,2.875,4.71,180.07,2.422274869,0,1,0,0,682,80,8,1,0,1
13,609727,48691,38,23,25,143,90792.32,102.3377483,7.625,4.39,158.77,-3.339549297,0,0,1,0,615,75,0,1,0,1
11,186089,15922,34,23,23,141,118400,102.4101529,4.875,4.39,173.35,-0.314447747,0,0,1,0,661,80,0,1,0,1
35,609666,48686,60,23,25,143,196929.01,82.22172248,6.5,4.39,189.82,2.836358176,0,0,1,0,630,80,6.5,0,0,0
31,609619,48684,56,23,25,143,277089.73,95.46844511,6,4.39,181.43,1.717052906,0,0,1,0,552,80,0,1,0,1
18,609587,48683,43,23,25,143,139453.77,101.6584579,6.5,4.39,156.04,2.694110549,0,0,1,0,564,69.2,0,1,0,1
15,609533,48676,40,22,25,143,123603.84,112.474084,5.5,4.34,156.21,1.585965512,1,0,0,0,597,80,0,1,0,1
36,185973,15906,60,24,24,142,228550.86,91.61451559,2.625,4.86,189.82,2.836358176,0,0,1,0,695,80,0,0,0,0
18,609506,48674,43,22,25,143,168072.19,115.5866629,7.25,4.34,156.04,2.694110549,1,0,0,0,610,80,7.25,1,0,1
15,185936,15905,38,23,23,142,124734.66,111.7560332,6.25,4.39,158.77,-3.339549297,1,0,0,0,741,80,6.25,1,0,1
22,185915,15903,49,27,27,141,100395.9,110.8470981,6.125,4.71,154.94,2.456633821,0,0,1,1,735,85,6.125,1,0,1
37,185892,15902,60,23,23,141,126510.74,93.43778612,2.625,4.39,189.82,2.836358176,0,1,0,0,747,80,5.875,0,0,0
11,185845,15900,35,24,24,142,231822.42,110.3479473,6.125,4.86,162.09,-2.805844087,0,0,1,0,659,80,0,1,0,1
25,609417,48667,50,22,25,143,87272.38,111.2394956,6.5,4.34,158.94,2.366409899,0,0,1,0,683,80,0,1,0,1
21,185807,15897,44,23,23,142,96102.93,117.5807379,3,4.39,150.91,1.875514938,0,0,1,0,797,80,5.875,1,0,1
12,609348,48664,37,22,25,143,130284.99,112.9853608,7.65,4.34,153.35,-4.146710947,0,0,1,0,596,80,0,1,0,1
13,609333,48662,38,22,25,143,194626.11,106.2898579,6.5,4.34,158.77,-3.339549297,0,0,0,0,684,75,0,1,0,1
36,185770,15894,60,24,24,142,111611.86,93.97306349,2.625,4.86,189.82,2.836358176,0,0,1,1,800,80,0,0,0,0
22,185733,15893,45,23,23,141,176450,114.6303351,2.75,4.39,154.87,1.639154926,0,1,0,0,686,80,6,1,0,1
16,609308,48660,41,22,25,143,115349.28,110.8915197,6.5,4.34,161.06,2.682496806,0,0,1,0,683,80,0,1,0,1
26,609285,48657,51,22,25,143,176890.89,95.96004808,7.05,4.34,158.6,1.269044263,0,0,1,0,508,77,7.05,1,0,1
38,185698,15890,60,20,22,140,162783.31,83.33456647,2.625,4.5,189.82,2.836358176,0,0,1,0,687,80,5.375,0,0,0
13,609258,48656,38,22,25,143,631356.32,114.5018058,6.5,4.34,158.77,-3.339549297,0,0,1,0,668,79.7,0,1,0,1
12,185658,15888,36,24,24,142,139825.49,118.0875978,7.25,4.86,151.48,-3.516567987,1,0,0,0,667,80,0,1,0,1
12,185645,15887,35,23,23,141,176997.04,108.8094056,8,4.39,162.09,-2.805844087,0,1,0,1,768,80,6.75,1,0,1
35,609230,48653,60,22,25,143,92496.73,81.56687422,7.99,4.34,189.82,2.836358176,0,0,1,0,585,80,7.99,0,0,0
39,185628,15885,60,19,21,139,101500,80.67432304,2.625,4.24,189.82,2.836358176,0,0,1,1,744,80,6.25,0,0,0
41,185586,15883,60,19,19,137,147399.08,61.93396352,2.625,4.24,189.82,2.836358176,1,0,0,0,764,80,0,0,0,0
21,609173,48647,46,22,25,183,206051.05,135.0440324,5,4.34,155.61,1.175909032,0,0,0,0,660,90,5,1,0,1
22,609151,48646,47,22,25,143,176021.98,107.4060974,6.25,4.34,149.58,1.668182319,0,0,0,0,629,80,0,1,0,1
38,185517,15876,60,20,22,140,114672.13,67.75213028,2.625,4.5,189.82,2.836358176,0,0,1,0,750,80,4.375,0,0,0
39,185478,15875,60,19,21,139,129327,93.8317791,2.625,4.24,189.82,2.836358176,0,1,0,0,802,93.1,5.625,0,0,0
38,185432,15873,60,22,22,141,131267.85,90.45327114,2.625,4.34,189.82,2.836358176,0,1,0,0,654,80,5.5,0,0,0
37,185333,15868,60,23,23,142,115869.57,92.62077804,2.625,4.39,189.82,2.836358176,0,1,0,0,775,80,5.5,0,0,0
15,185287,15866,34,19,19,137,101668.11,88.26810138,4.75,4.24,173.35,-0.314447747,0,0,1,0,681,80,0,1,0,1
34,609052,48634,59,22,25,143,107057.15,98.93643871,4.32,4.34,187.65,2.443647565,0,0,1,0,628,91.2,0,1,0,1
35,609007,48632,60,22,25,143,208835.91,70.31358672,4,4.34,189.82,2.836358176,0,0,1,0,604,64.2,4,0,0,0
38,185247,15863,60,20,22,140,135266.08,83.56580498,2.625,4.5,189.82,2.836358176,0,0,1,0,693,80,5.125,0,0,0
36,185208,15862,60,24,24,163,195019.02,90.14836703,4,4.86,189.82,2.836358176,0,0,1,1,717,80,4,0,0,0
22,608953,48628,47,22,25,182,257206.31,136.0392406,5,4.34,149.58,1.668182319,0,0,1,0,560,84.6,5,1,0,1
36,185015,15850,60,24,24,141,182900,66.29486652,2.625,4.86,189.82,2.836358176,1,0,0,1,677,61.5,0,0,0,0
26,185085,15853,44,15,18,135,363747.25,69.43997906,3.25,4.27,150.91,1.875514938,0,1,0,0,660,66.9,4.875,1,0,1
